mitre_id,name,tactic,description,url
T1110.003,Password Spraying,Credential Access,"Adversaries may use a single or small list of commonly used passwords against many different accounts to attempt to acquire valid account credentials. Password spraying uses one password (e.g. 'Password01'), or a smal...",https://attack.mitre.org/techniques/T1110/003
T1090.002,External Proxy,Command And Control,Adversaries may use an external proxy to act as an intermediary for network communications to a command and control server to avoid direct connections to their infrastructure. Many tools exist that enable traffic redi...,https://attack.mitre.org/techniques/T1090/002
T1056.003,Web Portal Capture,Collection|Credential Access,"Adversaries may install code on externally facing portals, such as a VPN login page, to capture and transmit credentials of users who attempt to log into the service. For example, a compromised login page may log prov...",https://attack.mitre.org/techniques/T1056/003
T1589.002,Email Addresses,Reconnaissance,"Adversaries may gather email addresses that can be used during targeting. Even if internal instances exist, organizations may have public-facing email infrastructure and addresses for employees.",https://attack.mitre.org/techniques/T1589/002
T1598.004,Spearphishing Voice,Reconnaissance,"Adversaries may use voice communications to elicit sensitive information that can be used during targeting. Spearphishing for information is an attempt to trick targets into divulging information, frequently credentia...",https://attack.mitre.org/techniques/T1598/004
T1683.001,Written Content,Resource Development,"Adversaries may create or tailor written materials to support targeting and malicious operations. Content may include phishing lures, fraudulent financial communications, fabricated job postings, fabricated employment...",https://attack.mitre.org/techniques/T1683/001
T1003.005,Cached Domain Credentials,Credential Access,Adversaries may attempt to access cached domain credentials used to allow authentication to occur in the event a domain controller is unavailable.(Citation: Microsoft - Cached Creds),https://attack.mitre.org/techniques/T1003/005
T1098.004,SSH Authorized Keys,Persistence|Privilege Escalation,"Adversaries may modify the SSH <code>authorized_keys</code> file to maintain persistence on a victim host. Linux distributions, macOS, and ESXi hypervisors commonly use key-based authentication to secure the authentic...",https://attack.mitre.org/techniques/T1098/004
T1673,Virtual Machine Discovery,Discovery,"An adversary may attempt to enumerate running virtual machines (VMs) after gaining access to a host or hypervisor. For example, adversaries may enumerate a list of VMs on an ESXi hypervisor using a [Hypervisor CLI](ht...",https://attack.mitre.org/techniques/T1673
T1590.006,Network Security Appliances,Reconnaissance,"Adversaries may gather information about the victim's network security appliances that can be used during targeting. Information about network security appliances may include a variety of details, such as the existenc...",https://attack.mitre.org/techniques/T1590/006
T1546.012,Image File Execution Options Injection,Privilege Escalation|Persistence,Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by Image File Execution Options (IFEO) debuggers. IFEOs enable a developer to attach a debugger to an applicatio...,https://attack.mitre.org/techniques/T1546/012
T1218.008,Odbcconf,Stealth,Adversaries may abuse odbcconf.exe to proxy execution of malicious payloads. Odbcconf.exe is a Windows utility that allows you to configure Open Database Connectivity (ODBC) drivers and data source names.(Citation: Mi...,https://attack.mitre.org/techniques/T1218/008
T1593.002,Search Engines,Reconnaissance,Adversaries may use search engines to collect information about victims that can be used during targeting. Search engine services typical crawl online sites to index context and may provide users with specialized synt...,https://attack.mitre.org/techniques/T1593/002
T1591.002,Business Relationships,Reconnaissance,"Adversaries may gather information about the victim's business relationships that can be used during targeting. Information about an organization’s business relationships may include a variety of details, including se...",https://attack.mitre.org/techniques/T1591/002
T1548.005,Temporary Elevated Cloud Access,Privilege Escalation,Adversaries may abuse permission configurations that allow them to gain temporarily elevated access to cloud resources. Many cloud environments allow administrators to grant user or service accounts permission to requ...,https://attack.mitre.org/techniques/T1548/005
T1125,Video Capture,Collection,"An adversary can leverage a computer's peripheral devices (e.g., integrated cameras or webcams) or applications (e.g., video call services) to capture video recordings for the purpose of gathering information. Images ...",https://attack.mitre.org/techniques/T1125
T1055.013,Process Doppelgänging,Stealth|Privilege Escalation,Adversaries may inject malicious code into process via process doppelgänging in order to evade process-based defenses as well as possibly elevate privileges. Process doppelgänging is a method of executing arbitrary co...,https://attack.mitre.org/techniques/T1055/013
T1016,System Network Configuration Discovery,Discovery,"Adversaries may look for details about the network configuration and settings, such as IP and/or MAC addresses, of systems they access or through information discovery of remote systems. Several operating system admin...",https://attack.mitre.org/techniques/T1016
T1578.003,Delete Cloud Instance,Defense Impairment,An adversary may delete a cloud instance after they have performed malicious activities in an attempt to evade detection and remove evidence of their presence.  Deleting an instance or virtual machine can remove valua...,https://attack.mitre.org/techniques/T1578/003
